Level,Hierarchical_structure,Code,Class_title,Class_definition
4,Subclass (Field),RDF1040404,Synthesis of materials,This subclass comprises research and experimental development in synthesis of materials.
4,Subclass (Field),RDF1040405,Theory and design of materials,This subclass comprises research and experimental development in theory and design of materials.
4,Subclass (Field),RDF1040406,Functional materials in materials chemistry sciences,This subclass comprises research and experimental development in functional materials in materials chemistry sciences.
4,Subclass (Field),RDF1040499,"Macromolecular and materials chemistry, n.e.c.","This subclass comprises research and experimental development in macromolecular and materials chemistry, n.e.c."
3,Class,RDF10405,Biomolecular and medicinal chemistry,This class comprises research and experimental development in biomolecular and medicinal chemistry.
4,Subclass (Field),RDF1040501,Biologically active molecules,This subclass comprises research and experimental development in biologically active molecules.
4,Subclass (Field),RDF1040502,Molecular modelling and design,This subclass comprises research and experimental development in molecular modelling and design.
4,Subclass (Field),RDF1040503,Characterization of biological macromolecules and biological systems,This subclass comprises research and experimental development in characterization of biological macromolecules and biological systems.
4,Subclass (Field),RDF1040504,Cheminformatics and quantitative structure-activity relationships,This subclass comprises research and experimental development in cheminformatics and quantitative structure-activity relationships.
4,Subclass (Field),RDF1040505,Medicinal chemistry,This subclass comprises research and experimental development in medicinal chemistry.
4,Subclass (Field),RDF1040506,Proteins and peptides,This subclass comprises research and experimental development in proteins and peptides.
4,Subclass (Field),RDF1040507,Glycochemistry,This subclass comprises research and experimental development in glycochemistry.
4,Subclass (Field),RDF1040508,Chemical biology,This subclass comprises research and experimental development in chemical biology.
4,Subclass (Field),RDF1040599,"Biomolecular and medicinal chemistry, n.e.c.","This subclass comprises research and experimental development in biomolecular and medicinal chemistry, n.e.c."
3,Class,RDF10406,Physical chemistry (including structural),This class comprises research and experimental development in physical chemistry (including structural).
4,Subclass (Field),RDF1040601,Colloid and surface chemistry,This subclass comprises research and experimental development in colloid and surface chemistry.
4,Subclass (Field),RDF1040602,Electrochemistry,This subclass comprises research and experimental development in electrochemistry.
